id_visitante,obra_visitada,tiempo_minutos,interes,edad,sala,obra_encoded,interes_encoded,cluster
16320,Cerámica Indígena,13,Historia,41,4,2,2,0
16321,Fotografía Histórica,8,Arte,59,1,4,0,1
16322,Arquitectura Antigua,18,Historia,62,6,0,2,1
16323,Escultura Religiosa,3,Arte,41,1,3,0,0
16324,Escultura Religiosa,19,Historia,34,4,3,2,0
16325,Fotografía Histórica,10,Cultura,63,6,4,1,1
16326,Cerámica Indígena,9,Historia,56,3,2,2,1
16327,Pintura Colonial,10,Cultura,17,2,5,1,2
16328,Fotografía Histórica,16,Cultura,41,2,4,1,0
16329,Arte Moderno,15,Cultura,20,4,1,1,2
16330,Escultura Religiosa,3,Arte,38,2,3,0,0
16331,Fotografía Histórica,5,Historia,44,1,4,2,0
16332,Fotografía Histórica,11,Arte,33,3,4,0,0
16333,Arquitectura Antigua,5,Cultura,36,3,0,1,0
16334,Cerámica Indígena,3,Arte,59,1,2,0,1
16335,Escultura Religiosa,6,Cultura,33,5,3,1,0
16336,Cerámica Indígena,4,Cultura,45,3,2,1,0
16337,Arte Moderno,13,Cultura,34,2,1,1,0
16338,Pintura Colonial,13,Cultura,40,2,5,1,0
16339,Cerámica Indígena,9,Historia,39,5,2,2,0
16340,Arquitectura Antigua,14,Arte,29,4,0,0,2
16341,Cerámica Indígena,12,Arte,66,3,2,0,1
16342,Arte Moderno,4,Arte,54,5,1,0,1
16343,Arquitectura Antigua,11,Cultura,19,1,0,1,2
16344,Escultura Religiosa,2,Historia,41,3,3,2,0
16345,Pintura Colonial,6,Cultura,57,4,5,1,1
16346,Arquitectura Antigua,18,Historia,41,4,0,2,0
16347,Fotografía Histórica,3,Arte,65,6,4,0,1
16348,Pintura Colonial,17,Historia,16,3,5,2,2
16349,Escultura Religiosa,17,Arte,28,4,3,0,2
16350,Pintura Colonial,10,Cultura,29,1,5,1,2
16351,Arte Moderno,6,Arte,53,5,1,0,1
16352,Arquitectura Antigua,8,Cultura,60,3,0,1,1
16353,Arte Moderno,15,Cultura,40,6,1,1,0
16354,Pintura Colonial,15,Historia,26,5,5,2,2
16355,Pintura Colonial,10,Arte,34,2,5,0,0
16356,Arquitectura Antigua,8,Cultura,68,3,0,1,1
16357,Escultura Religiosa,2,Cultura,22,4,3,1,2
16358,Escultura Religiosa,14,Cultura,25,1,3,1,2
16359,Arquitectura Antigua,11,Cultura,19,4,0,1,2
16360,Fotografía Histórica,17,Arte,40,4,4,0,0
16361,Cerámica Indígena,17,Arte,57,6,2,0,1
16362,Fotografía Histórica,12,Arte,61,5,4,0,1
16363,Escultura Religiosa,8,Historia,61,6,3,2,1
16364,Arquitectura Antigua,2,Arte,51,5,0,0,1
16365,Arquitectura Antigua,7,Arte,18,4,0,0,2
16366,Arte Moderno,17,Historia,41,6,1,2,0
16367,Cerámica Indígena,14,Historia,55,3,2,2,1
16368,Fotografía Histórica,14,Arte,33,5,4,0,0
16369,Pintura Colonial,2,Historia,20,4,5,2,2
16370,Fotografía Histórica,17,Historia,17,1,4,2,2
16371,Pintura Colonial,19,Arte,40,2,5,0,0
16372,Pintura Colonial,9,Cultura,22,5,5,1,2
16373,Fotografía Histórica,16,Arte,55,3,4,0,1
16374,Escultura Religiosa,18,Cultura,38,5,3,1,0
16375,Cerámica Indígena,11,Historia,60,3,2,2,1
16376,Arquitectura Antigua,7,Cultura,56,3,0,1,1
16377,Escultura Religiosa,10,Arte,16,1,3,0,2
16378,Escultura Religiosa,5,Cultura,63,3,3,1,1
16379,Escultura Religiosa,16,Arte,48,4,3,0,0
16380,Escultura Religiosa,11,Arte,57,2,3,0,1
16381,Pintura Colonial,17,Historia,23,1,5,2,2
16382,Fotografía Histórica,3,Cultura,45,2,4,1,0
16383,Cerámica Indígena,3,Historia,51,1,2,2,1
16384,Cerámica Indígena,16,Cultura,65,6,2,1,1
16385,Fotografía Histórica,3,Cultura,66,1,4,1,1
16386,Arte Moderno,12,Historia,19,1,1,2,2
16387,Escultura Religiosa,4,Cultura,30,1,3,1,2
16388,Escultura Religiosa,9,Historia,43,4,3,2,0
16389,Arquitectura Antigua,5,Arte,34,5,0,0,0
16390,Arquitectura Antigua,2,Historia,21,4,0,2,2
16391,Fotografía Histórica,8,Cultura,48,2,4,1,0
16392,Cerámica Indígena,4,Cultura,63,3,2,1,1
16393,Fotografía Histórica,5,Cultura,48,4,4,1,0
16394,Cerámica Indígena,9,Cultura,36,2,2,1,0
16395,Pintura Colonial,13,Arte,26,6,5,0,2
16396,Cerámica Indígena,11,Cultura,68,2,2,1,1
16397,Fotografía Histórica,10,Arte,63,1,4,0,1
16398,Arquitectura Antigua,9,Cultura,39,5,0,1,0
16399,Cerámica Indígena,7,Historia,37,2,2,2,0
16400,Arte Moderno,7,Cultura,41,5,1,1,0
16401,Cerámica Indígena,10,Historia,41,5,2,2,0
16402,Arquitectura Antigua,2,Historia,52,1,0,2,1
16403,Fotografía Histórica,14,Historia,44,6,4,2,0
16404,Pintura Colonial,7,Cultura,24,4,5,1,2
16405,Cerámica Indígena,19,Historia,62,3,2,2,1
16406,Arte Moderno,18,Arte,21,1,1,0,2
16407,Pintura Colonial,15,Historia,29,6,5,2,2
16408,Arquitectura Antigua,10,Historia,63,2,0,2,1
16409,Cerámica Indígena,3,Arte,30,2,2,0,2
16410,Arquitectura Antigua,12,Cultura,31,4,0,1,2
16411,Arte Moderno,6,Cultura,58,3,1,1,1
16412,Pintura Colonial,12,Historia,68,6,5,2,1
16413,Fotografía Histórica,18,Historia,24,4,4,2,2
16414,Escultura Religiosa,15,Cultura,69,3,3,1,1
16415,Arte Moderno,9,Cultura,19,4,1,1,2
16416,Fotografía Histórica,14,Arte,16,5,4,0,2
16417,Cerámica Indígena,16,Arte,67,5,2,0,1
16418,Escultura Religiosa,10,Historia,22,6,3,2,2
16419,Pintura Colonial,3,Cultura,46,4,5,1,0
16420,Cerámica Indígena,16,Arte,42,2,2,0,0
16421,Cerámica Indígena,12,Arte,18,6,2,0,2
16422,Fotografía Histórica,6,Cultura,68,1,4,1,1
16423,Cerámica Indígena,15,Arte,62,5,2,0,1
16424,Pintura Colonial,4,Arte,26,2,5,0,2
16425,Escultura Religiosa,5,Historia,66,1,3,2,1
16426,Pintura Colonial,6,Cultura,49,6,5,1,0
16427,Cerámica Indígena,17,Cultura,31,6,2,1,2
16428,Arquitectura Antigua,6,Arte,50,4,0,0,0
16429,Fotografía Histórica,17,Cultura,57,6,4,1,1
16430,Arte Moderno,17,Arte,23,2,1,0,2
16431,Pintura Colonial,19,Cultura,23,6,5,1,2
16432,Fotografía Histórica,11,Historia,58,5,4,2,1
16433,Arte Moderno,11,Arte,52,6,1,0,1
16434,Cerámica Indígena,2,Arte,32,2,2,0,2
16435,Escultura Religiosa,16,Cultura,59,4,3,1,1
16436,Escultura Religiosa,18,Historia,47,3,3,2,0
16437,Fotografía Histórica,8,Arte,67,4,4,0,1
16438,Cerámica Indígena,8,Arte,34,6,2,0,0
16439,Pintura Colonial,6,Arte,22,5,5,0,2
16440,Arquitectura Antigua,12,Arte,47,2,0,0,0
16441,Escultura Religiosa,8,Historia,51,2,3,2,1
16442,Cerámica Indígena,6,Historia,57,3,2,2,1
16443,Cerámica Indígena,18,Cultura,60,5,2,1,1
16444,Escultura Religiosa,3,Arte,66,4,3,0,1
16445,Fotografía Histórica,4,Cultura,36,2,4,1,0
16446,Escultura Religiosa,3,Arte,48,5,3,0,0
16447,Fotografía Histórica,18,Historia,69,6,4,2,1
16448,Escultura Religiosa,13,Historia,23,4,3,2,2
16449,Fotografía Histórica,2,Historia,16,6,4,2,2
16450,Cerámica Indígena,2,Historia,61,6,2,2,1
16451,Arquitectura Antigua,2,Historia,30,2,0,2,2
16452,Arte Moderno,6,Arte,44,6,1,0,0
16453,Arte Moderno,4,Cultura,66,6,1,1,1
16454,Escultura Religiosa,17,Historia,43,4,3,2,0
16455,Fotografía Histórica,16,Cultura,62,4,4,1,1
16456,Cerámica Indígena,5,Historia,33,3,2,2,0
16457,Fotografía Histórica,17,Historia,49,2,4,2,0
16458,Escultura Religiosa,7,Arte,34,3,3,0,0
16459,Fotografía Histórica,17,Historia,55,1,4,2,1
16460,Cerámica Indígena,6,Historia,31,3,2,2,2
16461,Escultura Religiosa,7,Arte,34,1,3,0,0
16462,Arte Moderno,9,Arte,51,5,1,0,1
16463,Cerámica Indígena,16,Cultura,52,2,2,1,1
16464,Arte Moderno,12,Historia,56,5,1,2,1
16465,Fotografía Histórica,19,Historia,63,1,4,2,1
16466,Fotografía Histórica,19,Historia,56,4,4,2,1
16467,Arquitectura Antigua,14,Arte,18,4,0,0,2
16468,Fotografía Histórica,12,Historia,52,5,4,2,1
16469,Arte Moderno,6,Cultura,45,4,1,1,0
16470,Arquitectura Antigua,13,Arte,28,6,0,0,2
16471,Arte Moderno,9,Cultura,52,1,1,1,1
16472,Cerámica Indígena,7,Arte,68,2,2,0,1
16473,Arte Moderno,9,Arte,41,6,1,0,0
16474,Fotografía Histórica,8,Cultura,38,3,4,1,0
16475,Escultura Religiosa,4,Arte,65,3,3,0,1
16476,Escultura Religiosa,6,Arte,47,6,3,0,0
16477,Escultura Religiosa,18,Cultura,68,6,3,1,1
16478,Arte Moderno,3,Historia,64,6,1,2,1
16479,Fotografía Histórica,19,Historia,42,3,4,2,0
16480,Arquitectura Antigua,8,Arte,62,6,0,0,1
16481,Pintura Colonial,4,Historia,33,6,5,2,0
16482,Escultura Religiosa,16,Cultura,45,5,3,1,0
16483,Arte Moderno,16,Arte,51,3,1,0,1
16484,Cerámica Indígena,3,Historia,62,2,2,2,1
16485,Arte Moderno,13,Historia,61,5,1,2,1
16486,Pintura Colonial,2,Cultura,17,6,5,1,2
16487,Arquitectura Antigua,11,Cultura,34,2,0,1,0
16488,Fotografía Histórica,18,Cultura,25,3,4,1,2
16489,Escultura Religiosa,9,Cultura,27,2,3,1,2
16490,Arte Moderno,16,Historia,35,1,1,2,0
16491,Escultura Religiosa,16,Cultura,44,3,3,1,0
16492,Arquitectura Antigua,10,Historia,29,6,0,2,2
16493,Arte Moderno,15,Arte,58,4,1,0,1
16494,Arquitectura Antigua,16,Historia,16,3,0,2,2
16495,Pintura Colonial,16,Cultura,69,2,5,1,1
16496,Arquitectura Antigua,12,Arte,23,5,0,0,2
16497,Arte Moderno,2,Arte,20,5,1,0,2
16498,Fotografía Histórica,4,Historia,44,4,4,2,0
16499,Arquitectura Antigua,8,Cultura,46,3,0,1,0
16500,Escultura Religiosa,6,Historia,40,3,3,2,0
16501,Cerámica Indígena,9,Cultura,30,1,2,1,2
16502,Fotografía Histórica,8,Historia,27,4,4,2,2
16503,Pintura Colonial,13,Arte,62,5,5,0,1
16504,Arte Moderno,7,Arte,16,6,1,0,2
16505,Cerámica Indígena,4,Arte,52,1,2,0,1
16506,Arte Moderno,6,Arte,16,6,1,0,2
16507,Arte Moderno,9,Cultura,56,2,1,1,1
16508,Arte Moderno,7,Cultura,20,1,1,1,2
16509,Arte Moderno,17,Arte,29,4,1,0,2
16510,Arte Moderno,15,Cultura,67,4,1,1,1
16511,Arte Moderno,6,Historia,61,6,1,2,1
16512,Escultura Religiosa,16,Arte,65,2,3,0,1
16513,Cerámica Indígena,5,Cultura,16,6,2,1,2
16514,Arte Moderno,19,Cultura,67,6,1,1,1
16515,Arquitectura Antigua,19,Cultura,21,1,0,1,2
16516,Escultura Religiosa,11,Historia,23,6,3,2,2
16517,Pintura Colonial,18,Cultura,48,3,5,1,0
16518,Arquitectura Antigua,9,Historia,53,4,0,2,1
16519,Escultura Religiosa,8,Historia,19,2,3,2,2
16520,Arquitectura Antigua,2,Cultura,16,6,0,1,2
16521,Arte Moderno,4,Historia,63,3,1,2,1
16522,Arquitectura Antigua,3,Historia,23,2,0,2,2
16523,Cerámica Indígena,8,Arte,47,6,2,0,0
16524,Arte Moderno,19,Cultura,34,2,1,1,0
16525,Arquitectura Antigua,13,Historia,47,6,0,2,0
16526,Pintura Colonial,9,Historia,39,5,5,2,0
16527,Arte Moderno,5,Arte,21,1,1,0,2
16528,Arquitectura Antigua,19,Arte,45,2,0,0,0
16529,Cerámica Indígena,19,Arte,58,3,2,0,1
16530,Pintura Colonial,4,Arte,54,5,5,0,1
16531,Arquitectura Antigua,2,Arte,24,2,0,0,2
16532,Escultura Religiosa,9,Arte,47,1,3,0,0
16533,Pintura Colonial,6,Arte,44,3,5,0,0
16534,Fotografía Histórica,18,Historia,44,5,4,2,0
16535,Cerámica Indígena,5,Historia,68,1,2,2,1
16536,Escultura Religiosa,3,Historia,26,2,3,2,2
16537,Pintura Colonial,5,Cultura,67,3,5,1,1
16538,Arquitectura Antigua,11,Historia,42,2,0,2,0
16539,Arte Moderno,3,Arte,66,6,1,0,1
16540,Arte Moderno,17,Arte,54,5,1,0,1
16541,Escultura Religiosa,12,Arte,18,4,3,0,2
16542,Escultura Religiosa,17,Historia,44,3,3,2,0
16543,Fotografía Histórica,18,Historia,17,3,4,2,2
16544,Fotografía Histórica,10,Historia,24,5,4,2,2
16545,Pintura Colonial,17,Cultura,61,2,5,1,1
16546,Arquitectura Antigua,16,Cultura,66,6,0,1,1
16547,Cerámica Indígena,17,Historia,50,6,2,2,0
16548,Escultura Religiosa,17,Cultura,31,1,3,1,2
16549,Arquitectura Antigua,5,Arte,39,5,0,0,0
16550,Arquitectura Antigua,13,Historia,49,5,0,2,0
16551,Pintura Colonial,15,Arte,45,6,5,0,0
16552,Pintura Colonial,3,Cultura,30,3,5,1,2
16553,Pintura Colonial,7,Arte,59,2,5,0,1
16554,Pintura Colonial,8,Historia,52,5,5,2,1
16555,Pintura Colonial,3,Arte,51,4,5,0,1
16556,Arquitectura Antigua,2,Cultura,67,4,0,1,1
16557,Arte Moderno,14,Historia,57,4,1,2,1
16558,Escultura Religiosa,17,Cultura,35,1,3,1,0
16559,Cerámica Indígena,18,Cultura,18,1,2,1,2
16560,Pintura Colonial,11,Cultura,47,1,5,1,0
16561,Arte Moderno,14,Arte,44,3,1,0,0
16562,Arquitectura Antigua,11,Arte,40,4,0,0,0
16563,Escultura Religiosa,12,Cultura,69,5,3,1,1
16564,Arquitectura Antigua,3,Cultura,40,1,0,1,0
16565,Pintura Colonial,7,Historia,39,2,5,2,0
16566,Escultura Religiosa,13,Historia,55,4,3,2,1
16567,Escultura Religiosa,15,Cultura,54,1,3,1,1
16568,Fotografía Histórica,6,Historia,25,6,4,2,2
16569,Fotografía Histórica,7,Historia,18,5,4,2,2
16570,Arquitectura Antigua,15,Historia,32,3,0,2,2
16571,Cerámica Indígena,12,Cultura,53,4,2,1,1
16572,Arte Moderno,7,Historia,56,3,1,2,1
16573,Arte Moderno,17,Historia,17,4,1,2,2
16574,Cerámica Indígena,6,Historia,38,6,2,2,0
16575,Cerámica Indígena,14,Cultura,64,3,2,1,1
16576,Pintura Colonial,7,Arte,17,1,5,0,2
16577,Arquitectura Antigua,15,Arte,39,4,0,0,0
16578,Pintura Colonial,17,Cultura,47,2,5,1,0
16579,Fotografía Histórica,17,Historia,69,3,4,2,1
16580,Fotografía Histórica,7,Historia,36,4,4,2,0
16581,Arte Moderno,16,Arte,18,3,1,0,2
16582,Escultura Religiosa,8,Cultura,43,4,3,1,0
16583,Escultura Religiosa,15,Cultura,34,2,3,1,0
16584,Arte Moderno,11,Arte,44,3,1,0,0
16585,Escultura Religiosa,13,Historia,15,6,3,2,2
16586,Cerámica Indígena,3,Cultura,25,6,2,1,2
16587,Arquitectura Antigua,13,Arte,31,4,0,0,2
16588,Escultura Religiosa,14,Historia,23,5,3,2,2
16589,Escultura Religiosa,19,Arte,64,6,3,0,1
16590,Arte Moderno,2,Cultura,18,6,1,1,2
16591,Cerámica Indígena,6,Arte,60,4,2,0,1
16592,Escultura Religiosa,18,Cultura,50,5,3,1,0
16593,Pintura Colonial,3,Historia,39,5,5,2,0
16594,Arte Moderno,6,Historia,36,5,1,2,0
16595,Cerámica Indígena,9,Arte,67,1,2,0,1
16596,Arte Moderno,4,Historia,34,5,1,2,0
16597,Arte Moderno,11,Arte,62,1,1,0,1
16598,Arquitectura Antigua,7,Cultura,51,2,0,1,1
16599,Cerámica Indígena,6,Arte,47,4,2,0,0
16600,Pintura Colonial,10,Historia,29,5,5,2,2
16601,Cerámica Indígena,8,Cultura,68,2,2,1,1
16602,Arte Moderno,11,Cultura,19,2,1,1,2
16603,Arte Moderno,5,Historia,69,3,1,2,1
16604,Arquitectura Antigua,3,Arte,42,3,0,0,0
16605,Pintura Colonial,19,Historia,44,5,5,2,0
16606,Arte Moderno,5,Historia,65,3,1,2,1
16607,Arquitectura Antigua,2,Arte,59,2,0,0,1
16608,Fotografía Histórica,2,Arte,25,4,4,0,2
16609,Fotografía Histórica,2,Arte,17,1,4,0,2
16610,Pintura Colonial,19,Historia,42,6,5,2,0
16611,Escultura Religiosa,6,Historia,33,5,3,2,0
16612,Fotografía Histórica,3,Arte,29,4,4,0,2
16613,Cerámica Indígena,6,Arte,59,2,2,0,1
16614,Pintura Colonial,4,Cultura,47,5,5,1,0
16615,Arquitectura Antigua,16,Historia,17,3,0,2,2
16616,Pintura Colonial,6,Historia,68,1,5,2,1
16617,Arquitectura Antigua,14,Cultura,67,2,0,1,1
16618,Pintura Colonial,7,Historia,60,6,5,2,1
16619,Arquitectura Antigua,12,Cultura,32,2,0,1,2
16620,Arquitectura Antigua,6,Arte,48,2,0,0,0
16621,Pintura Colonial,19,Arte,41,2,5,0,0
16622,Escultura Religiosa,11,Cultura,58,3,3,1,1
16623,Fotografía Histórica,16,Arte,69,1,4,0,1
16624,Arquitectura Antigua,10,Arte,43,6,0,0,0
16625,Arquitectura Antigua,17,Cultura,22,5,0,1,2
16626,Escultura Religiosa,12,Historia,30,2,3,2,2
16627,Escultura Religiosa,12,Historia,52,6,3,2,1
16628,Pintura Colonial,10,Historia,47,4,5,2,0
16629,Arquitectura Antigua,12,Historia,21,3,0,2,2
16630,Arte Moderno,5,Historia,33,6,1,2,0
16631,Pintura Colonial,5,Historia,67,5,5,2,1
16632,Cerámica Indígena,3,Cultura,32,1,2,1,2
16633,Arquitectura Antigua,18,Cultura,66,3,0,1,1
16634,Fotografía Histórica,18,Cultura,46,4,4,1,0
16635,Arte Moderno,5,Historia,61,5,1,2,1
16636,Arquitectura Antigua,11,Historia,42,4,0,2,0
16637,Arquitectura Antigua,16,Arte,23,6,0,0,2
16638,Arquitectura Antigua,10,Historia,24,6,0,2,2
16639,Pintura Colonial,9,Historia,60,3,5,2,1
16640,Fotografía Histórica,17,Historia,69,4,4,2,1
16641,Pintura Colonial,18,Historia,61,3,5,2,1
16642,Pintura Colonial,14,Arte,22,6,5,0,2
16643,Arquitectura Antigua,9,Arte,19,4,0,0,2
16644,Arte Moderno,12,Arte,24,2,1,0,2
16645,Fotografía Histórica,17,Arte,45,3,4,0,0
16646,Escultura Religiosa,9,Cultura,39,5,3,1,0
16647,Fotografía Histórica,13,Cultura,29,5,4,1,2
16648,Pintura Colonial,6,Arte,59,1,5,0,1
16649,Pintura Colonial,11,Arte,26,3,5,0,2
16650,Cerámica Indígena,12,Historia,61,1,2,2,1
16651,Cerámica Indígena,6,Cultura,25,3,2,1,2
16652,Arquitectura Antigua,16,Historia,64,6,0,2,1
16653,Escultura Religiosa,7,Cultura,34,5,3,1,0
16654,Arte Moderno,12,Arte,17,2,1,0,2
16655,Arte Moderno,11,Arte,40,6,1,0,0
16656,Fotografía Histórica,2,Arte,63,5,4,0,1
16657,Arquitectura Antigua,5,Arte,68,1,0,0,1
16658,Escultura Religiosa,6,Arte,38,2,3,0,0
16659,Arquitectura Antigua,12,Cultura,49,4,0,1,0
16660,Cerámica Indígena,11,Arte,17,4,2,0,2
16661,Escultura Religiosa,3,Historia,26,4,3,2,2
16662,Fotografía Histórica,12,Historia,62,6,4,2,1
16663,Arte Moderno,16,Arte,38,1,1,0,0
16664,Cerámica Indígena,10,Cultura,20,5,2,1,2
16665,Arquitectura Antigua,18,Arte,40,2,0,0,0
16666,Arte Moderno,17,Arte,17,3,1,0,2
16667,Arquitectura Antigua,11,Arte,16,6,0,0,2
16668,Pintura Colonial,18,Arte,24,3,5,0,2
16669,Pintura Colonial,14,Cultura,62,3,5,1,1
16670,Fotografía Histórica,8,Historia,53,3,4,2,1
16671,Arquitectura Antigua,12,Historia,33,6,0,2,0
16672,Escultura Religiosa,4,Arte,67,5,3,0,1
16673,Arte Moderno,19,Cultura,61,5,1,1,1
16674,Escultura Religiosa,14,Arte,40,3,3,0,0
16675,Arquitectura Antigua,15,Cultura,67,5,0,1,1
16676,Pintura Colonial,7,Arte,29,3,5,0,2
16677,Arte Moderno,7,Cultura,44,3,1,1,0
16678,Fotografía Histórica,18,Historia,56,6,4,2,1
16679,Cerámica Indígena,19,Historia,30,2,2,2,2
16680,Fotografía Histórica,10,Arte,16,1,4,0,2
16681,Pintura Colonial,11,Arte,35,2,5,0,0
16682,Escultura Religiosa,7,Cultura,55,3,3,1,1
16683,Arte Moderno,12,Cultura,40,3,1,1,0
16684,Fotografía Histórica,5,Cultura,63,2,4,1,1
16685,Arquitectura Antigua,6,Arte,34,2,0,0,0
16686,Pintura Colonial,19,Cultura,58,4,5,1,1
16687,Arte Moderno,5,Historia,18,2,1,2,2
16688,Arquitectura Antigua,15,Arte,43,4,0,0,0
16689,Arquitectura Antigua,2,Arte,23,6,0,0,2
16690,Pintura Colonial,19,Cultura,21,5,5,1,2
16691,Arquitectura Antigua,4,Cultura,25,2,0,1,2
16692,Cerámica Indígena,9,Arte,35,5,2,0,0
16693,Pintura Colonial,8,Cultura,31,2,5,1,2
16694,Escultura Religiosa,14,Arte,59,4,3,0,1
16695,Arte Moderno,16,Arte,64,6,1,0,1
16696,Arte Moderno,3,Historia,56,4,1,2,1
16697,Fotografía Histórica,10,Arte,30,5,4,0,2
16698,Cerámica Indígena,2,Historia,27,2,2,2,2
16699,Fotografía Histórica,14,Cultura,43,2,4,1,0
16700,Escultura Religiosa,19,Arte,17,5,3,0,2
16701,Arquitectura Antigua,11,Historia,17,6,0,2,2
16702,Arquitectura Antigua,12,Arte,19,6,0,0,2
16703,Arquitectura Antigua,3,Historia,51,2,0,2,1
16704,Cerámica Indígena,4,Arte,21,5,2,0,2
16705,Arquitectura Antigua,19,Arte,26,2,0,0,2
16706,Arquitectura Antigua,13,Cultura,39,3,0,1,0
16707,Pintura Colonial,17,Historia,27,4,5,2,2
16708,Cerámica Indígena,3,Arte,60,2,2,0,1
16709,Arte Moderno,6,Historia,48,6,1,2,0
16710,Fotografía Histórica,13,Cultura,59,5,4,1,1
16711,Arte Moderno,15,Cultura,61,5,1,1,1
16712,Arte Moderno,10,Historia,44,2,1,2,0
16713,Cerámica Indígena,8,Cultura,28,1,2,1,2
16714,Pintura Colonial,15,Historia,56,5,5,2,1
16715,Arte Moderno,19,Historia,63,2,1,2,1
16716,Fotografía Histórica,2,Historia,38,2,4,2,0
16717,Fotografía Histórica,16,Historia,40,2,4,2,0
16718,Fotografía Histórica,2,Arte,31,4,4,0,2
16719,Escultura Religiosa,4,Cultura,25,3,3,1,2
16720,Fotografía Histórica,12,Cultura,50,3,4,1,0
16721,Pintura Colonial,13,Historia,67,6,5,2,1
16722,Escultura Religiosa,17,Cultura,61,6,3,1,1
16723,Arte Moderno,8,Cultura,46,2,1,1,0
16724,Arte Moderno,17,Arte,17,1,1,0,2
16725,Pintura Colonial,7,Historia,47,4,5,2,0
16726,Arte Moderno,11,Cultura,18,4,1,1,2
16727,Arte Moderno,7,Cultura,66,3,1,1,1
16728,Escultura Religiosa,17,Historia,69,1,3,2,1
16729,Arte Moderno,11,Arte,34,5,1,0,0
16730,Escultura Religiosa,13,Arte,49,5,3,0,0
16731,Cerámica Indígena,4,Cultura,55,4,2,1,1
16732,Arquitectura Antigua,18,Cultura,43,2,0,1,0
16733,Cerámica Indígena,13,Arte,68,2,2,0,1
16734,Escultura Religiosa,16,Historia,47,1,3,2,0
16735,Pintura Colonial,14,Cultura,42,5,5,1,0
16736,Pintura Colonial,6,Arte,62,2,5,0,1
16737,Arquitectura Antigua,16,Arte,63,5,0,0,1
16738,Escultura Religiosa,16,Historia,21,5,3,2,2
16739,Arte Moderno,2,Arte,68,4,1,0,1
16740,Escultura Religiosa,5,Arte,37,1,3,0,0
16741,Pintura Colonial,4,Arte,49,3,5,0,0
16742,Arte Moderno,14,Historia,27,6,1,2,2
16743,Cerámica Indígena,18,Cultura,24,3,2,1,2
16744,Arte Moderno,16,Historia,56,1,1,2,1
16745,Fotografía Histórica,8,Historia,24,1,4,2,2
16746,Cerámica Indígena,17,Arte,22,4,2,0,2
16747,Fotografía Histórica,8,Arte,47,4,4,0,0
16748,Arquitectura Antigua,3,Cultura,56,3,0,1,1
16749,Pintura Colonial,3,Arte,61,3,5,0,1
16750,Cerámica Indígena,17,Cultura,48,1,2,1,0
16751,Arte Moderno,19,Arte,37,1,1,0,0
16752,Arte Moderno,13,Historia,20,2,1,2,2
16753,Pintura Colonial,18,Arte,42,1,5,0,0
16754,Escultura Religiosa,16,Historia,46,5,3,2,0
16755,Fotografía Histórica,15,Historia,26,2,4,2,2
16756,Cerámica Indígena,16,Cultura,47,6,2,1,0
16757,Cerámica Indígena,15,Arte,31,6,2,0,2
16758,Fotografía Histórica,12,Arte,46,4,4,0,0
16759,Cerámica Indígena,6,Cultura,26,3,2,1,2
16760,Escultura Religiosa,8,Historia,37,1,3,2,0
16761,Escultura Religiosa,13,Cultura,22,1,3,1,2
16762,Escultura Religiosa,7,Historia,63,2,3,2,1
16763,Arte Moderno,10,Cultura,38,6,1,1,0
16764,Escultura Religiosa,6,Historia,45,6,3,2,0
16765,Arte Moderno,17,Arte,60,4,1,0,1
16766,Arte Moderno,15,Cultura,40,3,1,1,0
16767,Fotografía Histórica,5,Cultura,36,5,4,1,0
16768,Pintura Colonial,9,Historia,29,6,5,2,2
16769,Arquitectura Antigua,5,Arte,19,4,0,0,2
16770,Escultura Religiosa,19,Cultura,18,5,3,1,2
16771,Arquitectura Antigua,10,Arte,26,4,0,0,2
16772,Cerámica Indígena,7,Arte,39,6,2,0,0
16773,Arte Moderno,9,Historia,54,5,1,2,1
16774,Arte Moderno,14,Historia,28,2,1,2,2
16775,Pintura Colonial,8,Arte,44,3,5,0,0
16776,Escultura Religiosa,14,Cultura,54,4,3,1,1
16777,Fotografía Histórica,9,Historia,69,3,4,2,1
16778,Cerámica Indígena,13,Historia,25,3,2,2,2
16779,Cerámica Indígena,18,Arte,59,3,2,0,1
16780,Cerámica Indígena,9,Cultura,35,5,2,1,0
16781,Cerámica Indígena,4,Historia,55,4,2,2,1
16782,Arquitectura Antigua,3,Historia,35,6,0,2,0
16783,Fotografía Histórica,14,Arte,53,1,4,0,1
16784,Arte Moderno,3,Cultura,38,1,1,1,0
16785,Arte Moderno,2,Historia,35,1,1,2,0
16786,Pintura Colonial,14,Arte,51,5,5,0,1
16787,Escultura Religiosa,11,Arte,42,5,3,0,0
16788,Arte Moderno,8,Arte,29,3,1,0,2
16789,Arquitectura Antigua,6,Arte,21,4,0,0,2
16790,Arquitectura Antigua,15,Cultura,48,4,0,1,0
16791,Arte Moderno,4,Historia,56,6,1,2,1
16792,Pintura Colonial,19,Historia,52,2,5,2,1
16793,Fotografía Histórica,3,Historia,47,4,4,2,0
16794,Fotografía Histórica,16,Arte,37,3,4,0,0
16795,Arte Moderno,18,Arte,27,4,1,0,2
16796,Arte Moderno,11,Cultura,40,4,1,1,0
16797,Escultura Religiosa,4,Cultura,66,1,3,1,1
16798,Arte Moderno,9,Historia,61,5,1,2,1
16799,Arquitectura Antigua,5,Cultura,44,3,0,1,0
16800,Arte Moderno,14,Historia,61,6,1,2,1
